Tx gene_symbol
Tx3 29094
Tx3 8649
Tx3 60496
Tx3 55754
Tx3 55573
Tx3 219287
Tx3 134266
Tx3 55776
Tx3 51729
Tx3 5814
Tx3 8535
Tx3 55588
Tx3 128866
Tx3 55041
Tx3 158880
Tx3 57561
Tx3 130557
Tx3 57030
Tx3 2051
Tx3 2539
Tx3 6861
Tx3 770
Tx3 3768
Tx3 79414
Tx3 1141
Tx3 644596
Tx3 9253
Tx3 23031
Tx3 23125
Tx3 271
Tx3 80700
Tx3 10900
Tx3 203190
Tx3 8534
Tx3 128434
Tx3 8448
Tx3 576
Tx3 9567
Tx3 55295
Tx3 439921
Tx3 56904
Tx3 955
Tx3 25920
Tx3 2039
Tx3 7067
Tx9 10085
Tx9 386617
Tx9 139324
Tx9 26751
Tx9 113263
Tx9 2977
Tx9 145581
Tx9 0000
Tx9 202559
Tx9 158038
Tx9 54790
Tx9 55328
Tx9 3667
Tx9 23469
Tx9 8036
Tx9 57600
Tx9 29068
Tx9 394
Tx9 8243
Tx9 23411
Tx9 340562
Tx9 55613
Tx9 158584
Tx9 7711
Tx9 23215
Tx9 2804
Tx9 0000
Tx9 80817
Tx9 7748
Tx9 55119
Tx9 374354
Tx9 120103
Tx9 4297
Tx9 9892
Tx9 134957
Tx9 51585
Tx9 140890
Tx9 9140
Tx9 23253
Tx9 79925
Tx9 81832
Tx9 127254
Tx9 64747
Tx9 6671
Tx9 64853
Tx9 11201
Tx9 55711
Tx9 11099
Tx9 10426
Tx9 79871
Tx9 22990
Tx9 400986
Tx9 340533
Tx9 132320
Tx9 4139
Tx9 84451
Tx9 54834
Tx9 57337
Tx9 23607
Tx9 51319
Tx9 0000
Tx9 3364
Tx9 6323
Tx9 167555
Tx9 26507
Tx9 54800
Tx9 3747
Tx9 54332
Tx9 26278
Tx9 2909
Tx9 25853
Tx9 2011
Tx9 10428
Tx9 9994
Tx9 340554
Tx9 140733
Tx9 55819
Tx9 9910
Tx9 222662
Tx9 466
Tx9 8460
Tx9 57732
Tx9 83856
Tx9 60487
Tx9 23379
Tx9 9774
Tx9 10213
Tx9 26575
Tx9 286144
Tx9 546
Tx9 2561
Tx9 55117
Tx9 444
Tx9 134218
Tx9 4857
Tx9 2557
Tx9 54602
Tx9 84955
Tx9 2555
Tx9 8863
Tx9 6594
Tx9 23047
Tx9 100529063
Tx9 100132247
Tx9 8602
Tx9 5116
Tx9 10716
Tx9 152137
Tx9 7745
Tx9 26269
Tx9 9562
Tx9 2262
Tx9 84865
Tx9 29904
Tx9 48
Tx9 1608
Tx9 79805
Tx9 2045
Tx9 22807
Tx9 10388
Tx9 9252
Tx9 55728
Tx9 285525
Tx9 57188
Tx9 10234
Tx9 0000
Tx9 219790
Tx9 23303
Tx9 23530
Tx9 9353
Tx9 85463
Tx9 161436
Tx9 203859
Tx9 50859
Tx9 56062
Tx9 6451
Tx9 91768
Tx9 54919
Tx9 23191
Tx9 84629
Tx9 255394
Tx9 162494
Tx9 2035
Tx9 115290
Tx9 375775
Tx9 23090
Tx9 5214
Tx9 10349
Tx9 23460
Tx9 10350
Tx9 54875
Tx9 3717
Tx9 79582
Tx9 8821
Tx9 339977
Tx9 374786
Tx9 5554
Tx9 6580
Tx9 1520
Tx9 27131
Tx9 5536
Tx9 9746
Tx9 23163
Tx9 79888
Tx9 8567
Tx9 83892
Tx9 9737
Tx9 309
Tx9 6509
Tx9 79885
Tx9 5604
Tx9 140883
Tx9 9559
Tx9 84248
Tx9 10486
Tx9 65264
Tx9 27107
Tx9 56910
Tx9 7862
Tx9 283459
Tx9 64101
Tx9 1810
Tx9 331
Tx9 5594
Tx9 0000
Tx9 11215
Tx9 0000
Tx9 11160
Tx9 153364
Tx9 55149
Tx9 7552
Tx9 7706
Tx9 205
Tx9 57182
Tx9 57709
Tx9 165215
Tx9 23508
Tx9 83693
Tx9 112936
Tx9 162239
Tx9 91782
Tx9 10285
Tx9 51193
Tx9 9329
Tx9 0000
Tx9 127933
Tx9 10678
Tx9 84747
Tx9 285704
Tx9 55090
Tx9 79575
Tx9 51567
Tx9 26224
Tx9 81579
Tx9 9975
Tx9 124637
Tx9 2135
Tx9 3356
Tx9 6443
Tx9 55529
Tx9 1389
Tx9 9663
Tx9 84085
Tx9 360023
Tx9 132789
Tx9 221079
Tx9 84945
Tx9 5412
Tx9 144245
Tx9 57575
Tx9 55885
Tx9 5885
Tx9 10605
Tx9 23548
Tx9 54664
Tx9 5813
Tx9 79627
Tx9 5454
Tx9 257068
Tx9 57084
Tx9 8482
Tx9 2835
Tx9 3736
Tx9 55432
Tx9 56929
Tx9 54407
Tx9 5455
Tx9 22865
Tx9 222008
Tx9 51621
Tx9 163882
Tx9 9747
Tx9 9394
Tx9 9762
Tx9 283149
Tx9 4782
Tx9 94030
Tx9 51341
Tx9 51588
Tx9 9066
Tx9 1995
Tx1 613212
Tx1 1545
Tx1 164781
Tx1 54457
Tx1 847
Tx1 963
Tx1 79155
Tx1 9480
Tx1 1875
Tx1 80824
Tx1 8994
Tx1 10397
Tx1 84631
Tx1 7436
Tx1 148418
Tx1 4254
Tx1 4430
Tx1 91851
Tx1 79442
Tx1 100652824
Tx1 27185
Tx1 2239
Tx1 5288
Tx1 79776
Tx1 658
Tx1 342850
Tx1 221806
Tx1 339184
Tx1 91752
Tx1 221935
Tx1 79633
Tx1 80000
Tx1 129804
Tx1 0000
Tx1 23022
Tx1 1395
Tx1 1289
Tx1 57214
Tx1 3241
Tx1 222962
Tx1 79825
Tx1 4058
Tx1 55113
Tx1 56963
Tx1 2006
Tx1 6877
Tx1 84572
Tx1 201965
Tx1 51622
Tx1 0000
Tx1 162962
Tx1 10795
Tx1 3628
Tx1 6882
Tx1 7586
Tx1 1967
Tx1 8562
Tx1 5810
Tx1 9412
Tx1 9015
Tx1 51097
Tx1 83939
Tx1 493753
Tx1 89801
Tx1 51074
Tx1 90488
Tx1 1743
Tx1 10669
Tx1 10422
Tx1 10989
Tx1 10483
Tx1 55625
Tx1 10939
Tx1 9470
Tx1 7699
Tx1 9753
Tx1 7625
Tx1 348801
Tx1 7761
Tx1 55278
Tx1 144363
Tx1 84910
Tx1 79018
Tx1 25941
Tx1 5471
Tx1 6845
Tx1 345778
Tx1 25917
Tx1 10946
Tx1 24148
Tx1 8697
Tx1 57599
Tx1 10741
Tx1 4889
Tx1 91947
Tx1 10308
Tx1 5208
Tx1 25801
Tx1 8727
Tx1 25791
Tx1 9355
Tx1 6833
Tx1 10520
Tx1 57035
Tx1 90410
Tx1 57017
Tx1 64969
Tx1 55012
Tx1 10434
Tx1 10066
Tx1 53349
Tx1 8563
Tx1 653464
Tx1 9131
Tx1 27340
Tx1 54908
Tx1 51170
Tx1 8487
Tx1 84224
Tx1 341883
Tx1 5980
Tx1 23190
Tx1 2730
Tx1 151188
Tx1 4337
Tx1 0000
Tx1 57464
Tx1 51276
Tx1 284349
Tx1 112849
Tx1 84144
Tx1 64863
Tx1 167691
Tx1 339318
Tx1 285440
Tx1 0000
Tx1 81034
Tx1 5994
Tx1 285346
Tx1 57001
Tx1 112574
Tx1 22934
Tx1 1373
Tx1 1787
Tx1 29063
Tx1 7771
Tx1 8899
Tx1 117608
Tx1 65267
Tx1 51001
Tx1 2842
Tx1 54957
Tx1 115201
Tx1 0000
Tx1 55164
Tx1 5611
Tx1 2960
Tx1 388566
Tx1 401612
Tx1 1781
Tx1 132720
Tx1 57162
Tx1 8575
Tx1 130733
Tx1 23011
Tx1 84671
Tx1 6949
Tx1 6117
Tx1 78987
Tx1 151194
Tx1 653857
Tx1 92565
Tx1 54929
Tx1 646851
Tx1 221078
Tx1 3251
Tx1 81562
Tx1 7514
Tx1 100529239
Tx1 51657
Tx1 90293
Tx1 1070
Tx1 84125
Tx1 79101
Tx1 132949
Tx1 51574
Tx1 342908
Tx1 4168
Tx1 10247
Tx1 0000
Tx1 11147
Tx1 8836
Tx1 51002
Tx1 115416
Tx1 22974
Tx1 51478
Tx1 5873
Tx1 51205
Tx1 84938
Tx1 6565
Tx1 9735
Tx1 27152
Tx1 4925
Tx1 9849
Tx1 9837
Tx1 79830
Tx1 1062
Tx1 53405
Tx1 1734
Tx1 284058
Tx1 100529215
Tx1 6638
Tx1 444882
Tx1 256051
Tx1 140460
Tx1 112752
Tx1 25914
Tx1 84236
Tx1 4802
Tx1 55622
Tx1 84186
Tx1 81831
Tx1 6314
Tx1 84924
Tx1 114815
Tx1 2120
Tx1 163
Tx1 4249
Tx1 2590
Tx1 5795
Tx1 29906
Tx1 55342
Tx1 50807
Tx1 200558
Tx1 341346
Tx1 4745
Tx1 2104
Tx1 64405
Tx1 4088
Tx1 57497
Tx1 90874
Tx1 2675
Tx1 56261
Tx1 1463
Tx1 64779
Tx1 84614
Tx1 64794
Tx1 54758
Tx1 125058
Tx1 10785
Tx1 57647
Tx1 92797
Tx1 162963
Tx1 11093
Tx1 0000
Tx1 124565
Tx1 4185
Tx1 5310
Tx1 57125
Tx1 5774
Tx1 10497
Tx1 7226
Tx1 219931
Tx1 284716
Tx1 9478
Tx1 100288072
Tx1 345222
Tx1 4017
Tx1 339416
Tx1 10516
Tx1 286187
Tx1 6484
Tx1 1770
Tx1 341019
Tx1 144535
Tx1 222389
Tx1 170690
Tx1 50614
Tx1 57178
Tx1 56660
Tx1 3763
Tx1 6710
Tx1 9915
Tx1 22881
Tx1 57596
Tx1 3801
Tx1 60680
Tx1 100505381
Tx1 0000
Tx1 54777
Tx1 27094
Tx1 5646
Tx1 100526760
Tx1 925
Tx1 90485
Tx1 10347
Tx1 7461
Tx1 23474
Tx1 1398
Tx1 6253
Tx1 8934
Tx1 7408
Tx1 1513
Tx1 1058
Tx1 56971
Tx1 4524
Tx1 11176
Tx1 10658
Tx1 23129
Tx1 26205
Tx1 6714
Tx1 2975
Tx1 6573
Tx1 65980
Tx1 100287171
Tx1 57558
Tx1 80311
Tx1 23220
Tx1 6478
Tx1 4245
Tx1 387893
Tx1 84243
Tx1 2185
Tx1 6045
Tx1 92597
Tx1 26147
Tx1 84249
Tx1 5426
Tx1 9696
Tx1 57582
Tx1 10076
Tx1 8911
Tx1 256302
Tx1 3911
Tx1 0000
Tx1 5606
Tx1 4092
Tx1 29980
Tx1 57648
Tx1 56666
Tx1 0000
Tx1 7786
Tx1 81566
Tx1 84626
Tx1 11054
Tx1 79777
Tx1 2548
Tx1 340371
Tx1 25900
Tx1 1609
Tx1 2189
Tx1 9013
Tx1 4034
Tx1 55367
Tx1 7752
Tx1 140700
Tx1 0000
Tx1 0000
Tx1 3425
Tx1 8764
Tx1 255043
Tx1 3714
Tx1 80233
Tx1 51005
Tx1 0000
Tx1 29990
Tx1 9127
Tx1 3590
Tx1 1294
Tx1 54897
Tx1 284723
Tx1 163175
Tx1 54760
Tx1 51168
Tx1 55876
Tx1 64423
Tx1 2134
Tx1 84264
Tx1 8938
Tx1 128346
Tx1 358
Tx1 645811
Tx1 101
Tx1 7165
Tx1 55321
Tx1 9986
Tx1 5986
Tx1 4144
Tx1 5476
Tx1 401647
Tx1 84936
Tx1 6778
Tx1 9546
Tx1 1427
Tx1 56996
Tx1 84239
Tx1 80183
Tx1 139818
Tx1 7042
Tx1 727851
Tx1 84660
Tx1 5468
Tx1 100526767
Tx1 441250
Tx1 80223
Tx1 10046
Tx1 50515
Tx1 4650
Tx1 9159
Tx1 1820
Tx1 2997
Tx1 84814
Tx1 113878
Tx1 284656
Tx1 170958
Tx1 3718
Tx1 80709
Tx1 3656
Tx1 51171
Tx1 1663
Tx1 6445
Tx1 64116
Tx1 116255
Tx1 9576
Tx1 93273
Tx1 2162
Tx1 114827
Tx1 788
Tx1 1643
Tx1 6491
Tx1 51474
Tx1 400224
Tx1 8323
Tx1 0000
Tx1 101928601
Tx1 55771
Tx1 0000
Tx1 149013
Tx1 284434
Tx1 79643
Tx1 728642
Tx1 201625
Tx1 151254
Tx1 3770
Tx1 84790
Tx1 0000
Tx1 0000
Tx1 643699
Tx1 643707
Tx1 55698
Tx1 0000
Tx1 84077
Tx1 51151
Tx1 84766
Tx1 9398
Tx1 6540
Tx1 570
Tx1 8714
Tx1 4921
Tx1 146183
Tx1 10603
Tx1 1407
Tx1 340485
Tx1 91445
Tx1 84033
Tx1 353500
Tx1 79875
Tx1 9719
Tx1 64218
Tx1 8913
Tx1 23351
Tx1 308
Tx1 64764
Tx1 3269
Tx1 201176
Tx1 55616
Tx1 10184
Tx1 10677
Tx8 79616
Tx8 10620
Tx8 84215
Tx8 128077
Tx8 51268
Tx8 23315
Tx8 9487
Tx8 55260
Tx8 283385
Tx8 10244
Tx8 79075
Tx8 161582
Tx8 26074
Tx8 6817
Tx8 55268
Tx8 80174
Tx8 199223
Tx8 55812
Tx8 153657
Tx8 132001
Tx8 2678
Tx8 717
Tx8 23619
Tx8 285268
Tx8 1371
Tx8 313
Tx8 84944
Tx8 5746
Tx8 5936
Tx8 89978
Tx8 219621
Tx8 340351
Tx8 79366
Tx8 253714
Tx8 83479
Tx8 7957
Tx8 91543
Tx8 0000
Tx8 220107
Tx8 254394
Tx8 7733
Tx8 128338
Tx8 401548
Tx8 80021
Tx8 9534
Tx8 79906
Tx8 5463
Tx8 9668
Tx8 26993
Tx8 25809
Tx8 131965
Tx8 54870
Tx8 51780
Tx8 26503
Tx8 9918
Tx8 0000
Tx8 55704
Tx8 84765
Tx8 55191
Tx8 26263
Tx8 51057
Tx8 401541
Tx8 100652748
Tx8 0000
Tx8 64788
Tx8 375190
Tx8 55356
Tx8 145957
Tx8 201456
Tx8 1193
Tx8 5321
Tx8 100124696
Tx8 374860
Tx8 255631
Tx8 23415
Tx8 0000
Tx8 78991
Tx8 123096
Tx8 0000
Tx8 84073
Tx8 3140
Tx8 26013
Tx8 25956
Tx8 3978
Tx8 348793
Tx8 11264
Tx8 55706
Tx8 84905
Tx8 56259
Tx8 79033
Tx8 54520
Tx8 80895
Tx8 118490
Tx8 84911
Tx8 93594
Tx8 11234
Tx8 7566
Tx8 4678
Tx8 9422
Tx8 414189
Tx8 253558
Tx8 55763
Tx8 374654
Tx8 10692
Tx8 28227
Tx8 6150
Tx8 163227
Tx8 25886
Tx8 29929
Tx8 147686
Tx8 91869
Tx8 284565
Tx8 54058
Tx8 389362
Tx8 4522
Tx8 58189
Tx8 257407
Tx8 51279
Tx8 644974
Tx8 283933
Tx8 30832
Tx8 83878
Tx8 388325
Tx8 100505741
Tx8 83539
Tx8 79370
Tx8 53630
Tx8 11030
Tx8 27146
Tx8 55349
Tx8 9934
Tx8 124989
Tx8 2330
Tx8 10758
Tx8 4257
Tx8 2004
Tx8 160140
Tx8 653583
Tx8 54762
Tx8 55769
Tx8 167838
Tx8 112399
Tx8 84061
Tx8 1133
Tx8 728780
Tx8 147699
Tx8 5333
Tx8 8269
Tx8 1428
Tx8 197370
Tx8 51070
Tx8 27335
Tx8 55646
Tx8 0000
Tx8 143570
Tx8 93343
Tx8 54862
Tx8 65109
Tx8 28960
Tx8 116447
Tx8 90342
Tx8 148137
Tx8 54814
Tx8 199745
Tx8 112869
Tx8 285596
Tx8 0000
Tx8 0000
Tx8 3991
Tx8 6996
Tx8 1801
Tx8 79890
Tx8 146754
Tx8 26191
Tx8 285148
Tx8 7036
Tx8 6322
Tx8 9827
Tx8 55572
Tx8 284131
Tx8 79003
Tx8 9179
Tx8 51021
Tx8 5984
Tx8 125150
Tx8 4296
Tx8 4232
Tx8 210
Tx8 11137
Tx8 51147
Tx8 2005
Tx8 254042
Tx8 10206
Tx8 100130890
Tx8 147837
Tx8 10040
Tx8 55063
Tx8 127396
Tx8 0000
Tx8 100130771
Tx8 59348
Tx8 10998
Tx8 79639
Tx8 23583
Tx8 5664
Tx8 662
Tx8 9609
Tx8 51004
Tx8 0000
Tx8 51117
Tx8 93210
Tx8 50651
Tx8 0000
Tx8 56926
Tx8 29115
Tx8 0000
Tx8 84811
Tx8 151313
Tx8 26118
Tx8 84245
Tx8 79053
Tx8 92399
Tx8 27343
Tx8 8643
Tx8 0000
Tx8 199870
Tx8 56063
Tx8 56954
Tx8 79154
Tx8 51161
Tx8 400745
Tx8 56901
Tx8 283212
Tx8 65094
Tx8 113235
Tx8 134637
Tx8 0000
Tx8 11194
Tx8 85007
Tx8 3104
Tx8 51006
Tx8 79770
Tx8 375593
Tx8 5217
Tx8 219578
Tx8 283310
Tx8 84830
Tx8 5475
Tx8 0000
Tx8 9120
Tx8 10090
Tx8 10846
Tx8 10417
Tx8 91523
Tx8 254887
Tx8 151195
Tx8 8808
Tx8 0000
Tx8 91283
Tx8 92241
Tx8 84899
Tx8 57480
Tx8 9411
Tx8 2650
Tx8 22895
Tx8 5141
Tx8 79695
Tx8 135228
Tx8 26032
Tx8 58495
Tx8 51458
Tx8 79934
Tx8 9866
Tx17 22801
Tx17 0000
Tx17 5396
Tx17 387357
Tx17 463
Tx17 282996
Tx17 23075
Tx17 10125
Tx17 59345
Tx17 4604
Tx17 152189
Tx17 353189
Tx17 1950
Tx17 3595
Tx17 64377
Tx17 54795
Tx17 84969
Tx17 154790
Tx17 80258
Tx17 8829
Tx17 3360
Tx17 51454
Tx17 4047
Tx17 685
Tx17 196740
Tx17 91133
Tx17 158471
Tx17 57556
Tx17 25925
Tx17 28316
Tx17 10317
Tx17 92293
Tx17 6014
Tx17 145173
Tx17 4774
Tx17 6092
Tx17 27123
Tx17 7402
Tx17 56034
Tx17 26095
Tx17 391192
Tx17 402117
Tx17 1630
Tx17 6096
Tx17 29953
Tx17 2044
Tx17 619279
Tx17 27445
Tx17 161357
Tx17 23333
Tx17 85445
Tx17 53942
Tx17 64901
Tx17 55504
Tx17 0000
Tx17 158405
Tx17 9873
Tx17 389432
Tx17 5352
Tx17 55220
Tx17 23604
Tx17 8538
Tx17 2565
Tx17 216
Tx17 123036
Tx17 79820
Tx17 57381
Tx17 114571
Tx17 387775
Tx17 580
Tx17 6999
Tx17 9543
Tx17 345557
Tx17 3655
Tx17 341880
Tx17 93550
Tx17 10418
Tx17 860
Tx17 9196
Tx17 286
Tx17 65217
Tx17 130271
Tx17 79937
Tx17 137868
Tx17 25861
Tx17 84870
Tx17 10346
Tx17 8787
Tx17 2914
Tx17 285513
Tx17 57687
Tx17 10178
Tx20 128025
Tx20 375035
Tx20 5829
Tx20 0000
Tx20 8515
Tx20 9509
Tx20 341350
Tx20 7942
Tx20 367
Tx20 56961
Tx20 151258
Tx20 2765
Tx20 5542
Tx20 51050
Tx20 839
Tx20 8029
Tx20 861
Tx20 8795
Tx20 221303
Tx20 8701
Tx20 5255
Tx20 389766
Tx20 169166
Tx20 55811
Tx20 3824
Tx20 3953
Tx20 150290
Tx20 136332
Tx20 3354
Tx20 64288
Tx20 653247
Tx20 64582
Tx20 642987
Tx20 0000
Tx20 83850
Tx20 347736
Tx20 0000
Tx20 1056
Tx20 100532726
Tx20 56154
Tx20 5021
Tx20 22995
Tx20 9985
Tx20 55229
Tx20 200186
Tx20 254531
Tx20 11189
Tx20 9112
Tx20 5252
Tx20 10922
Tx20 4221
Tx20 58525
Tx20 58509
Tx20 11338
Tx20 1951
Tx20 64221
Tx20 9064
Tx20 7139
Tx20 150209
Tx20 57657
Tx20 6662
Tx20 84206
Tx20 55532
Tx20 64714
Tx20 8106
Tx20 29926
Tx20 7216
Tx20 51086
Tx20 5032
Tx20 55544
Tx20 9203
Tx20 1811
Tx20 153020
Tx20 84894
Tx20 27005
Tx20 0000
Tx20 8822
Tx20 8906
Tx20 83933
Tx20 115557
Tx20 53635
Tx20 642475
Tx20 8557
Tx20 440295
Tx20 10411
Tx20 647042
Tx20 728741
Tx20 100288332
Tx16 53917
Tx16 256158
Tx16 79172
Tx16 6607
Tx16 341208
Tx16 4038
Tx16 80122
Tx16 57546
Tx16 159989
Tx16 2569
Tx16 7253
Tx16 55567
Tx16 57096
Tx16 79026
Tx16 168975
Tx16 56159
Tx16 115749
Tx16 54221
Tx16 90139
Tx16 84465
Tx16 9077
Tx16 221458
Tx16 55227
Tx16 5337
Tx16 10826
Tx16 55223
Tx16 64785
Tx16 84163
Tx16 8854
Tx16 9274
Tx16 8632
Tx16 27296
Tx16 2246
Tx16 3065
Tx16 6641
Tx16 8038
Tx16 4651
Tx16 113835
Tx16 7757
Tx16 728340
Tx16 2966
Tx16 9884
Tx16 3996
Tx16 345275
Tx16 57801
Tx16 27040
Tx16 1307
Tx16 64834
Tx16 9535
Tx16 8973
Tx16 10903
Tx16 84960
Tx16 751071
Tx16 387640
Tx16 6799
Tx16 340390
Tx16 768211
Tx16 1299
Tx16 56675
Tx16 5122
Tx16 7071
Tx16 1848
Tx16 4929
Tx16 0000
Tx16 90668
Tx16 359845
Tx16 23135
Tx16 2897
Tx16 56937
Tx16 361
Tx16 6303
Tx16 5358
Tx16 51130
Tx16 901
Tx16 3672
Tx16 4783
Tx16 11010
Tx16 2786
Tx16 6503
Tx16 64759
Tx16 155185
Tx16 5155
Tx16 55083
Tx16 79844
Tx16 653082
Tx16 55007
Tx16 196446
Tx16 91181
Tx16 5836
Tx16 5272
Tx16 2322
Tx16 64359
Tx16 637
Tx16 127255
Tx16 158326
Tx16 474170
Tx16 100506084
Tx16 100506084
Tx16 797
Tx16 1310
Tx16 2138
Tx16 5336
Tx16 643136
Tx16 0000
Tx16 7681
Tx16 29119
Tx16 11309
Tx16 5613
Tx16 11155
Tx16 9586
Tx16 57475
Tx16 2934
Tx16 10563
Tx16 5139
