Tx gene_symbol
Tx8 SEC31B
Tx8 LIG1
Tx8 WDR53
Tx8 PXMP4
Tx8 NDC1
Tx8 ZNF341
Tx8 CTNNBL1
Tx8 ERI3
Tx8 CCDC93
Tx8 ILKAP
Tx8 MSS51
Tx8 ZNF382
Tx8 TBC1D31
Tx8 HPS5
Tx8 ZNF18
Tx8 NASP
Tx8 ZNF264
Tx8 AGAP6
Tx8 LCLAT1
Tx8 EXOC1
Tx8 KIF7
Tx8 RRH
Tx8 PPP2R3B
Tx8 MRPL23
Tx8 ZNF100
Tx8 POC1A
Tx8 ALG6
Tx8 ZNF418
Tx8 RFT1
Tx8 NBPF15
Tx8 C21orf58
Tx8 PSMG4
Tx8 MTHFD1
Tx8 WFDC1
Tx8 C2orf72
Tx8 C1RL
Tx8 ALG1L2
Tx8 ZNF843
Tx8 ZNF354C
Tx8 USHBP1
Tx8 SCIMP
Tx8 SPATA1
Tx8 CHST9
Tx8 BCL2L14
Tx8 BCO1
Tx8 RBPMS
Tx8 FAM184B
Tx8 CHDH
Tx8 P2RY14
Tx8 EFCAB13
Tx8 FMO5
Tx8 TRAF3IP2
Tx8 MGST1
Tx8 ELK3
Tx8 C11orf65
Tx8 PHLDB3
Tx8 GRAMD1C
Tx8 ZNF83
Tx8 TXLNB
Tx8 EGLN3
Tx8 MAGT1
Tx8 CHRM5
Tx8 ANKDD1B
Tx8 PPM1N
Tx8 PLCD1
Tx8 TMEM187
Tx8 CRYM
Tx8 NSMCE1
Tx8 NOSIP
Tx8 EIF3K
Tx8 LYAR
Tx8 C15orf65
Tx8 XRRA1
Tx8 MVB12A
Tx8 CC2D1A
Tx8 UPF3B
Tx8 DCPS
Tx8 TOP1MT
Tx8 FER1L5
Tx8 PROSER3
Tx8 QPCTL
Tx8 THAP8
Tx8 SGF29
Tx8 FAM153A
Tx8 FAM153C
Tx8 C8orf37
Tx8 LIPE
Tx8 TDG
Tx8 DPH1
Tx8 RIN3
Tx8 DNAH2
Tx8 PTPN22
Tx8 IAH1
Tx8 TFR2
Tx8 SCML1
Tx8 RGP1
Tx8 FOXRED1
Tx8 ENDOV
Tx8 MIS12
Tx8 AP4M1
Tx8 MRPS16
Tx8 RFC4
Tx8 ZSWIM7
Tx8 MAP3K11
Tx8 MEST
Tx8 ALAD
Tx8 PWP1
Tx8 ING4
Tx8 ELK4
Tx8 METAP1D
Tx8 TRIM13
Tx8 TSTD3
Tx8 ZNF563
Tx8 TOM1L1
Tx8 ZCWPW1
Tx8 ZNF684
Tx8 TRIM16L
Tx8 EFCAB10
Tx8 ZNF350
Tx8 SLC27A5
Tx8 TMEM53
Tx8 SMUG1
Tx8 PSEN2
Tx8 BNIP1
Tx8 RAB36
Tx8 COQ6
Tx8 C7orf26
Tx8 COQ4
Tx8 PGAP3
Tx8 SLC45A1
Tx8 C16orf58
Tx8 NCLN
Tx8 SAP30BP
Tx8 WDYHV1
Tx8 BUD13
Tx8 FAHD2B
Tx8 WSB1
Tx8 MRI1
Tx8 ALG8
Tx8 MRRF
Tx8 POLL
Tx8 PTCH2
Tx8 PQLC3
Tx8 FAM76A
Tx8 TMEM234
Tx8 NIT2
Tx8 DHRS11
Tx8 C3orf18
Tx8 SH2D5
Tx8 NDUFA4L2
Tx8 KLHL35
Tx8 JMJD4
Tx8 SLC46A1
Tx8 ADAT2
Tx8 C22orf46
Tx8 ABCB8
Tx8 PHYKPL
Tx8 ZBTB48
Tx8 SLC35C2
Tx8 TXNDC15
Tx8 TRIM73
Tx8 PFN2
Tx8 ZNF804B
Tx8 OTOGL
Tx8 ADTRP
Tx8 PPEF1
Tx8 FAM198B
Tx8 SLC16A6
Tx8 UST
Tx8 PDE10A
Tx8 SPON2
Tx8 PCED1B
Tx8 ZDHHC23
Tx8 CCNYL1
Tx8 IL1RL2
Tx8 FAM57A
Tx8 MSANTD3
Tx8 RCSD1
Tx8 TMTC4
Tx8 PLEKHG1
Tx8 ARHGAP29
Tx8 GCNT1
Tx8 RPH3A
Tx8 PDE4A
Tx8 GALNT12
Tx8 CD109
Tx8 SUSD5
Tx8 OVOL2
Tx8 RHCG
Tx8 COQ8B
Tx8 TRIM66
Tx17 ITGA11
Tx17 FAM196A
Tx17 PRRX1
Tx17 THEMIS
Tx17 ZFHX3
Tx17 RBM20
Tx17 SWAP70
Tx17 RASGRP1
Tx17 GNB4
Tx17 MYBPC1
Tx17 CMTM8
Tx17 SLCO4C1
Tx17 EGF
Tx17 IL12RB2
Tx17 CHST8
Tx17 TRPM4
Tx17 TOX2
Tx17 CLEC2L
Tx17 EFHC2
Tx17 NRP1
Tx17 HTR4
Tx17 GULP1
Tx17 LSS
Tx17 BTC
Tx17 VSTM4
Tx17 L3MBTL4
Tx17 PRUNE2
Tx17 SEMA6A
Tx17 ZNF521
Tx17 CDH20
Tx17 B3GALT5
Tx17 TMEM132C
Tx17 RIT2
Tx17 B3GLCT
Tx17 NFIA
Tx17 ROBO2
Tx17 DKK2
Tx17 UTRN
Tx17 PDGFC
Tx17 PTPN20
Tx17 OR2L3
Tx17 VWC2L
Tx17 DCC
Tx17 RORB
Tx17 TRHDE
Tx17 EPHA5
Tx17 ZNF704
Tx17 PCLO
Tx17 MDGA2
Tx17 DPY19L1
Tx17 CNTNAP4
Tx17 CNTN5
Tx17 RANBP17
Tx17 TNFRSF19
Tx17 C9orf147
Tx17 KIAA1958
Tx17 FCHSD2
Tx17 SAMD5
Tx17 PLOD2
Tx17 KLHDC8A
Tx17 DAPK2
Tx17 BARX2
Tx17 GABRG1
Tx17 ALDH1A1
Tx17 TC2N
Tx17 CATSPERB
Tx17 RHOJ
Tx17 SLC22A9
Tx17 SLC22A10
Tx17 BARD1
Tx17 TDO2
Tx17 IGDCC3
Tx17 PLCXD3
Tx17 ITGA6
Tx17 SLC35F4
Tx17 ZFAND4
Tx17 SPON1
Tx17 RUNX2
Tx17 KCNAB3
Tx17 ANK1
Tx17 PCDH15
Tx17 PLEKHH2
Tx17 CNTNAP3
Tx17 SGCZ
Tx17 WHRN
Tx17 RSPO3
Tx17 TRIM22
Tx17 RGS9
Tx17 GRM4
Tx17 GPRIN3
Tx17 VAT1L
Tx17 TENM1
Tx20 WDR64
Tx20 SFT2D2
Tx20 PXN
Tx20 FAM169B
Tx20 ITGA10
Tx20 ADAMTS2
Tx20 OVCH1
Tx20 TFEB
Tx20 AR
Tx20 SHD
Tx20 SLC38A11
Tx20 GML
Tx20 PRB1
Tx20 PI15
Tx20 CASP6
Tx20 CUBN
Tx20 RUNX1
Tx20 TNFRSF10B
Tx20 FAM162B
Tx20 DNAH11
Tx20 PHKA1
Tx20 C9orf153
Tx20 SNX31
Tx20 ADCY10
Tx20 KLRD1
Tx20 LEPR
Tx20 DUSP18
Tx20 LRGUK
Tx20 HTR1E
Tx20 ZSCAN31
Tx20 PRB2
Tx20 GPR135
Tx20 TMEM232
Tx20 BHLHB9
Tx20 ESYT3
Tx20 NME9
Tx20 CCDC151
Tx20 CEL
Tx20 NDUFC2-KCTD14
Tx20 TEX15
Tx20 OXTR
Tx20 CEP152
Tx20 REC8
Tx20 PANK4
Tx20 CRTC2
Tx20 LPCAT4
Tx20 CELF3
Tx20 MTA1
Tx20 PHF1
Tx20 FASTK
Tx20 MEN1
Tx20 WIZ
Tx20 CACTIN
Tx20 U2AF2
Tx20 CELSR3
Tx20 ROBO3
Tx20 MAP3K6
Tx20 TNNT2
Tx20 AIFM3
Tx20 HCN3
Tx20 SOX9
Tx20 MEX3B
Tx20 SLC30A10
Tx20 PDIA2
Tx20 PABPN1
Tx20 GMPPA
Tx20 TRO
Tx20 TNNI3K
Tx20 P2RY11
Tx20 RBM38
Tx20 ZMYM3
Tx20 SLC26A3
Tx20 RASGEF1B
Tx20 LINGO1
Tx20 USP21
Tx20 MYLPF
Tx20 FGF17
Tx20 AP1G2
Tx20 HDAC10
Tx20 ARHGEF25
Tx20 PTOV1
Tx20 MROH6
Tx20 TCAP
Tx20 GOLGA6L9
Tx20 RAPGEF3
Tx20 GOLGA6L10
Tx20 NPIPB6
Tx20 NPIPA5
Tx16 RAB24
Tx16 HMCN2
Tx16 CENPO
Tx16 SMN2
Tx16 HEPHL1
Tx16 LRP4
Tx16 MAP3K19
Tx16 PDP2
Tx16 DEUP1
Tx16 GABRR1
Tx16 TSHR
Tx16 DNAH3
Tx16 RPGRIP1
Tx16 AHNAK
Tx16 CNBD1
Tx16 TEX11
Tx16 C12orf56
Tx16 SNTG2
Tx16 TSPAN18
Tx16 MEGF11
Tx16 DIRAS3
Tx16 KIF6
Tx16 LRRC1
Tx16 PLD1
Tx16 FAXDC2
Tx16 TRIM62
Tx16 GINS3
Tx16 GTF2IRD2
Tx16 ALDH1A2
Tx16 BCL7C
Tx16 DNAH17
Tx16 TP53TG5
Tx16 FGF1
Tx16 HDAC1
Tx16 SNTB1
Tx16 ADAM12
Tx16 MYO10
Tx16 ZNF257
Tx16 ZNF208
Tx16 GTF2H2C
Tx16 GTF2H2
Tx16 LRRC37A
Tx16 LLGL1
Tx16 HSD17B13
Tx16 HES4
Tx16 LAT
Tx16 COL16A1
Tx16 ELOVL1
Tx16 GMFG
Tx16 CHRNA6
Tx16 MTMR11
Tx16 CCDC183
Tx16 CSKMT
Tx16 SKIDA1
Tx16 SULT1A2
Tx16 WDR97
Tx16 RELL1
Tx16 COL9A3
Tx16 NRIP3
Tx16 PCSK1
Tx16 KLF10
Tx16 DUSP6
Tx16 NR4A2
Tx16 GRASP
Tx16 CARMIL3
Tx16 RFLNB
Tx16 KDM6B
Tx16 GRIK1
Tx16 PMEPA1
Tx16 AQP4
Tx16 SAT1
Tx16 PLS3
Tx16 ASB3
Tx16 CCNG2
Tx16 ITGA1
Tx16 NFIL3
Tx16 GLIPR1
Tx16 GNG4
Tx16 SLA
Tx16 TNS3
Tx16 AMZ1
Tx16 PDGFB
Tx16 KIF26B
Tx16 ZDHHC11
Tx16 ZDHHC11B
Tx16 FAM118A
Tx16 MYRFL
Tx16 NUP210L
Tx16 PYGL
Tx16 SERPINB9
Tx16 FLT3
Tx16 NXN
Tx16 BID
Tx16 LRRIQ3
Tx16 FREM1
Tx16 LRRC37A2
Tx16 ARL17B
Tx16 ARL17B
Tx16 CALCB
Tx16 COL19A1
Tx16 EYA1
Tx16 PLCG2
Tx16 ZC3H11B
Tx16 MT-ATP8
Tx16 MKRN3
Tx16 CTNNA3
Tx16 SLCO2B1
Tx16 PRKX
Tx16 LDB3
Tx16 CREB5
Tx16 PLEKHH1
Tx16 GSN
Tx16 CXCL13
Tx16 PDE3A
Tx16 GRIP2
Tx16 SLC6A1
Tx16 RIN2
Tx16 CYP27A1
Tx16 B2M
Tx16 APOE
Tx16 CPNE2
Tx16 CLMN
Tx16 SCGN
Tx16 NRIP2
Tx16 PRELP
Tx16 MT1X
Tx16 MID1IP1
Tx16 ZC3HAV1
Tx16 EIF5A
Tx16 MTA2
Tx16 GPS2
Tx16 IER5
Tx16 DNAJB1
Tx16 HSPH1
Tx16 HSPA1A
Tx16 HSPA1B
Tx16 HSPB1
Tx16 HSPB1
Tx5 MAFG
Tx5 EFHD2
Tx5 PNMA8C
Tx5 CAMK2N2
Tx5 CBX4
Tx5 RNF141
Tx5 RTL6
Tx5 FAM217B
Tx5 ATP6V1B2
Tx5 ZNF275
Tx5 GPS1
Tx5 ARHGDIA
Tx5 MAPK3
Tx5 CAPNS1
Tx5 SPRN
Tx5 GDE1
Tx5 MANEAL
Tx5 NAT8L
Tx5 USP5
Tx5 GPRASP1
Tx5 SYT11
Tx5 KCNC4
Tx5 SHISA5
Tx5 SCN2B
Tx5 PLEKHB2
Tx5 CHRNB2
Tx5 CELSR2
Tx5 NPTXR
Tx5 APEH
Tx5 PNPO
Tx5 SMIM10L2A
Tx5 SMIM10L2B
Tx5 LRRC8D
Tx5 HYOU1
Tx5 SERPING1
Tx5 NFE2L1
Tx5 SYNGR3
Tx5 USP11
Tx5 SLC22A17
Tx5 PHLDA3
Tx5 DDR1
Tx5 PDP1
Tx5 NRIP3
Tx5 PGM2L1
Tx5 ARL4C
Tx5 ZMAT3
Tx5 DIRAS1
Tx5 CYGB
Tx5 B3GALT1
Tx5 VAMP1
Tx5 PEX16
Tx5 DDA1
Tx5 ACP2
Tx5 GAMT
Tx5 C20orf27
Tx5 PLEKHJ1
Tx5 MRPL27
Tx5 TIMM13
Tx5 TSEN34
Tx5 PRR7
Tx5 HES6
Tx5 SERPINE2
Tx5 NUDT14
Tx5 CXCL14
Tx5 STAT1
Tx5 IFI6
Tx5 B2M
Tx5 RPS26
Tx5 TOMM22
Tx5 MIEN1
Tx5 RPS2
Tx5 GNG3
Tx5 TUBB
Tx5 HCFC1R1
Tx5 ECH1
Tx5 POLR3K
Tx5 CST3
Tx5 NDUFAF3
Tx5 RAB3A
Tx5 CD63
Tx5 ATP5IF1
Tx5 CDK5
Tx5 ANAPC13
Tx5 MOSPD3
Tx5 OMG
Tx5 DEGS1
Tx5 CAMK1
Tx5 MANF
Tx5 NEIL2
Tx5 UXT
Tx5 NEFM
Tx5 SNX21
Tx5 CARHSP1
Tx5 SLC2A3
Tx5 RHOF
Tx5 TTPAL
Tx5 NDUFAF8
Tx5 RUVBL1
Tx5 SPDYA
Tx5 MALRD1
Tx5 SEMA3A
Tx5 BCOR
Tx5 NBPF19
Tx5 PDP2
Tx5 ZNF565
Tx5 TGFB1
Tx5 KCNQ1
Tx5 RARRES1
Tx5 IL3RA
Tx5 CRLF3
Tx5 C12orf40
Tx5 SPDYE3
Tx5 RHBDL2
Tx5 LRP4
Tx5 HHIP
Tx5 CTNNA3
Tx5 CENPO
Tx5 ATP8B1
Tx5 IFIT3
Tx5 NUP210L
Tx5 FILIP1L
Tx5 COL16A1
Tx5 DCDC1
Tx5 CD226
Tx5 TMTC4
Tx5 ALDH1A2
Tx5 TXNDC15
Tx5 ESYT1
Tx5 HACD1
Tx5 MRI1
Tx5 FN3K
Tx5 FAM120AOS
Tx5 INPP1
Tx5 ZNF446
Tx5 UVSSA
Tx5 PHF7
Tx5 ACBD4
Tx5 DPH7
Tx5 SLC25A39
Tx5 FLNA
Tx5 ESRRA
Tx5 COL7A1
Tx5 RNF44
Tx5 DOK4
Tx5 ZYX
Tx5 ADAM15
Tx5 TMEM259
Tx5 FAM214B
Tx5 UBR7
Tx5 SEMA6C
Tx5 TELO2
Tx5 PCBP4
Tx5 SBF1
Tx5 NCAPH2
Tx5 ERCC1
Tx5 GATD1
Tx5 ALKBH6
Tx5 TSTA3
Tx5 DDX54
Tx5 PQLC2
Tx5 ARFRP1
Tx5 CIRBP
Tx5 IFT57
Tx5 COQ9
Tx5 SEC31B
Tx5 SLC25A28
Tx5 CLCN2
Tx5 TRMT12
Tx5 SLC25A41
Tx5 MIER2
Tx5 TRIM25
Tx5 FLOT2
Tx5 RUSC1
Tx5 INPP5F
Tx5 ZBTB37
Tx5 WASHC2A
Tx5 ZNF322
Tx5 ZMAT5
Tx5 MFSD4B
Tx5 DTX4
Tx5 FECH
Tx5 ATP8B4
Tx5 RIOX2
Tx5 PIWIL4
Tx5 CCZ1
Tx5 ZNF682
Tx5 TRIM27
Tx5 TMEM50B
Tx5 SEL1L
Tx5 HMG20A
Tx5 AP4B1
Tx5 ALG6
Tx5 AGAP5
Tx5 NBPF12
Tx5 SGK3
Tx5 SREK1
Tx5 SRR
Tx5 DCPS
Tx5 AGBL3
Tx5 RAB27A
Tx5 PDE9A
Tx5 RPN1
Tx5 GRK6
Tx5 MEIS3
Tx5 DIMT1
Tx5 RBMX2
Tx5 EBPL
Tx5 SLC27A2
Tx5 SMUG1
Tx5 DNAJC15
Tx5 PPM1K
Tx5 DGKE
Tx5 FAM20B
Tx5 DLG3
Tx5 TMEM8B
Tx5 ZNF25
Tx5 MOSPD1
Tx5 LMO4
Tx5 TRIM41
Tx5 HDAC11
Tx5 DNPEP
Tx5 WDR13
Tx5 YIPF1
Tx5 KCTD10
Tx5 SLC16A2
Tx5 CGREF1
Tx5 TPD52L2
Tx5 ZNF169
Tx5 MT-ND4L
Tx5 MT-ND3
Tx5 MT-CO2
Tx5 MT-ND4
Tx5 MT-CYB
Tx5 DCK
Tx5 EIF5A
Tx5 HPCA
Tx5 LGALSL
Tx5 ZCCHC3
Tx5 IFIT5
Tx5 R3HDM4
Tx5 DYNLL2
Tx5 CDIP1
Tx5 TOLLIP
Tx5 SNCB
Tx5 CLIP3
Tx5 FKBP8
Tx5 PRR36
Tx5 UBE2Q1
Tx5 PRRT1
Tx5 PPP1R9B
Tx5 BAP1
Tx5 SCAF1
Tx5 TBC1D10B
Tx5 RUNDC3A
Tx5 TBC1D17
Tx5 SLC35A4
Tx5 JMJD8
Tx5 MISP3
Tx5 SALL2
Tx5 MAP3K11
Tx5 UBXN6
Tx5 FOXJ2
Tx5 RBM15B
Tx5 CEND1
Tx5 PELI3
Tx5 TPRG1L
Tx5 RNF187
Tx5 B4GALT3
Tx5 HMGN2
Tx5 ARFIP2
Tx5 GRINA
Tx5 ATP6AP1
Tx5 SNRPA
Tx5 PAF1
Tx5 R3HCC1
Tx5 NDUFAF4
Tx5 CFAP20
Tx5 VEGFA
Tx5 TPRG1
Tx5 ADAMTSL2
Tx5 MAMLD1
Tx5 ANKRD20A4
Tx5 KCNJ14
Tx5 WDR66
Tx5 PASK
Tx5 SCNN1D
Tx5 ABCA7
Tx5 VARS2
Tx5 FGF17
Tx5 PTOV1
Tx5 PRKCSH
Tx5 PHF10
Tx5 MAT2A
Tx5 NCDN
Tx5 TPPP
Tx5 TPP1
Tx5 PLD6
Tx5 CANT1
Tx5 CPNE6
Tx5 NDUFA3
Tx5 FAM43A
Tx5 YJEFN3
Tx5 ZFHX4
Tx5 FOXO1
Tx5 RGS20
Tx5 PPP1R42
Tx5 DHCR7
Tx5 FOSL2
Tx5 IGFBP5
Tx5 CPLX3
Tx5 NPIPA5
Tx5 PLXNB1
Tx5 TPM2
Tx5 PDIA2
Tx5 KIFC2
Tx5 CPSF1
Tx5 NPIPA1
Tx5 ZDHHC11B
Tx5 PBX3
Tx5 SNTG2
Tx5 ARL17A
Tx5 KIAA1211L
Tx5 ZCWPW1
Tx5 CATSPER2
Tx5 PILRA
Tx5 PILRB
Tx5 ZNF559-ZNF177
Tx5 COL19A1
Tx5 CNN3
Tx5 RSU1
Tx5 PLGLB1
Tx5 C16orf95
Tx5 ADAMTSL1
Tx5 PLPP4
Tx5 CDK11A
Tx5 DBF4
Tx5 MIS18BP1
Tx5 FREM1
Tx5 ZNF30
Tx5 MAP2K6
Tx5 ADAM32
Tx5 C17orf67
Tx5 NEXN
Tx5 SNX31
Tx5 STARD4
Tx5 ABHD3
Tx5 ADCY10
Tx5 LEPR
Tx5 HSPH1
Tx5 HSPA1A
Tx5 DNAJB1
Tx5 RFX2
Tx5 TET3
Tx5 HOMER1
Tx5 JUNB
Tx5 PPP1R15A
Tx12 KCNIP3
Tx12 SYNPO
Tx12 DCTD
Tx12 LASP1
Tx12 ADNP2
Tx12 VOPP1
Tx12 POU3F3
Tx12 MRAP2
Tx12 NIT2
Tx12 CCDC102B
Tx12 H6PD
Tx12 ADCY6
Tx12 CAND2
Tx12 SCARB1
Tx12 PLGRKT
Tx12 CYP4X1
Tx12 CRTAP
Tx12 RPH3A
Tx12 KIF3B
Tx12 SLCO4A1
Tx12 FAT1
Tx12 TTF2
Tx12 CEACAM19
Tx12 LIMS1
Tx12 ZC3H12B
Tx12 ARSB
Tx12 ACER2
Tx12 TPST1
Tx12 COLQ
Tx12 CCDC40
Tx12 ZNF487
Tx12 TANGO2
Tx12 PLPP7
Tx12 BCAS4
Tx12 SLC6A6
Tx12 KIAA1841
Tx12 WDR60
Tx12 FBXO15
Tx12 CCDC125
Tx12 UMAD1
Tx12 ZNF518A
Tx12 ZNF280D
Tx12 CNTNAP4
Tx12 DOK6
Tx12 SKIL
Tx12 FAM135B
Tx12 FNIP2
Tx12 SIK2
Tx12 FAM13C
Tx12 ACP6
Tx12 CTNNA2
Tx12 TLN2
Tx12 PREP
Tx12 COG5
Tx12 FAM173B
Tx12 TSPOAP1
Tx12 CPQ
Tx12 TEX9
Tx12 TAF8
Tx12 ERAP1
Tx12 CC2D2A
Tx12 PIK3CD
Tx12 PTPRU
Tx12 ZFP2
Tx12 GEMIN8
Tx12 NEU3
Tx12 FAM228B
Tx12 SIDT1
Tx12 TRANK1
Tx12 TMED8
Tx12 ZFP90
Tx12 LYSMD4
Tx12 MVK
Tx12 ZNF124
Tx12 SLC15A2
Tx12 EAF2
Tx12 PLCXD2
Tx12 PLOD2
Tx12 RHOBTB3
Tx12 RASSF8
Tx12 ACVR1C
Tx12 KCNMB3
Tx12 ARHGAP27
Tx12 C17orf97
Tx12 ACTR3C
Tx12 THBS4
Tx12 AMPD3
Tx12 ADGRA3
Tx12 ACTN1
Tx12 SUSD4
Tx12 TMEM64
Tx12 GTDC1
Tx12 PHACTR1
Tx12 EDIL3
Tx12 PCDH9
Tx12 LRRC4C
Tx12 PARD6G
Tx12 TMEM132C
Tx12 TTLL9
Tx12 LRGUK
Tx12 BCL2L11
Tx12 CA8
Tx12 CYB561
Tx12 WFDC2
Tx12 CPED1
Tx12 SCN9A
Tx12 NPPC
Tx12 SNCG
Tx12 LACTB2
Tx12 ARHGAP15
Tx12 KCNMB2
Tx12 ATP6V1E2
Tx12 SH3BGR
Tx12 STAT4
Tx12 INTU
Tx12 IMPACT
Tx12 LGMN
Tx12 COL4A4
Tx12 COL4A3
Tx12 SLC35F2
Tx12 MMS22L
Tx12 EMID1
Tx12 MARCH3
Tx12 GRID2IP
Tx12 IL27RA
Tx12 ASIC4
Tx12 FAM227A
Tx12 USH2A
Tx12 SPATA6
Tx12 FAM169B
Tx12 LRP5
Tx12 ZNF730
Tx12 AKAP13
Tx12 HMCN2
Tx12 PHF11
Tx12 SYTL3
Tx12 ADAMTS2
Tx12 SOCS2
Tx12 PRDM8
Tx12 RGS3
Tx12 NTN1
Tx12 TCERG1L
Tx12 RYR1
Tx12 ZIM2
Tx12 SYCP2L
Tx12 HMGN5
Tx12 PEBP4
Tx12 C10orf143
Tx12 THSD4
Tx12 PAPPA
Tx12 C17orf100
Tx12 LRRC9
Tx12 FAM184B
Tx12 DHRS11
Tx12 DBF4B
Tx12 ADCK1
Tx12 SRD5A3
Tx12 TOMM40L
Tx12 MRTO4
Tx12 SCML1
Tx12 GPATCH2
Tx12 UBXN11
Tx12 ADI1
Tx12 SHD
Tx12 FAM122C
Tx12 ATAD3B
Tx12 SLC25A29
Tx12 LIMK1
Tx12 SLC25A37
Tx12 DLL1
Tx12 TSNAXIP1
Tx12 HEMK1
Tx12 QPCTL
Tx12 RAPGEFL1
Tx12 SOHLH1
Tx12 AMH
Tx12 TMEM74B
Tx12 PRRT4
Tx12 C2orf72
Tx12 SHC2
Tx12 UCN
Tx12 TBKBP1
Tx12 IL17D
Tx12 KCNIP2
Tx12 TTC25
Tx12 RTN4RL1
Tx12 GTF2IRD1
Tx12 IQCH
Tx12 AMZ1
Tx12 FKRP
Tx12 HIC2
Tx12 KIAA1671
Tx12 NIM1K
Tx12 TMEM268
Tx12 FBXO36
Tx12 BICDL1
Tx12 ABCA9
Tx12 CTPS1
Tx12 SPAG16
Tx12 SACS
Tx12 SCN1A
Tx12 RASGRP2
Tx12 CTNNAL1
Tx12 STAC2
Tx12 KCNH3
Tx12 KCNAB3
Tx10 SOX13
Tx10 ROR2
Tx10 FBXL7
Tx10 GPR63
Tx10 EYA4
Tx10 PRELID2
Tx10 ST6GAL2
Tx10 PDZD2
Tx10 IGSF11
Tx10 NECAB1
Tx10 DCHS2
Tx10 MAOA
Tx10 PMEPA1
Tx10 PPFIBP1
Tx10 CA2
Tx10 SYNDIG1L
Tx10 PLXDC2
Tx10 LAMA2
Tx10 FAM19A1
Tx10 CHST9
Tx10 NTNG1
Tx10 CA3
Tx10 ZBTB7C
Tx10 HS3ST4
Tx10 SMAD3
Tx10 NWD2
Tx10 GNB4
Tx10 PLAGL1
Tx10 ELAVL2
Tx10 PTPRJ
Tx10 AFAP1
Tx10 RBMS1
Tx10 FRAS1
Tx10 SORCS2
Tx10 CAMK1G
Tx10 CMTM8
Tx10 PRKG2
Tx10 WLS
Tx10 RASGRF2
Tx10 GAD2
Tx10 MPPED1
Tx10 MARCH4
Tx10 NTN4
Tx10 PTPN5
Tx10 FRMPD1
Tx10 TOX3
Tx10 NXPH2
Tx10 SYNPO2
Tx10 RAB27B
Tx10 C4orf50
Tx10 KITLG
Tx10 CLSTN2
Tx10 YES1
Tx10 HPSE2
Tx10 MYO3B
Tx10 GRM8
Tx10 COL12A1
Tx10 FHOD3
Tx10 AGBL4
Tx10 OSBPL3
Tx10 HS6ST3
Tx10 FSTL1
Tx10 HERC6
Tx10 TSHZ3
Tx10 IGSF3
Tx10 CABLES1
Tx10 GHR
Tx10 TGFBR3
Tx10 ARHGAP6
Tx10 LRRC34
Tx10 B3GALT5
Tx10 UBE2Q2L
Tx10 HRASLS
Tx10 ANO1
Tx10 ANKFN1
Tx10 FTCDNL1
Tx10 CPPED1
Tx10 SMOC2
Tx10 LRRCC1
Tx10 TRPS1
Tx10 TOX
Tx10 EPHA3
Tx10 UNC5C
Tx10 OPRD1
Tx10 COL4A1
Tx10 COL4A2
Tx10 COBLL1
Tx10 SAMD5
Tx10 SGCD
Tx10 IL1RAP
Tx10 MYO16
Tx10 SLIT2
Tx10 LDB2
Tx10 ATRNL1
Tx10 KHDRBS2
Tx10 FAM19A2
Tx10 ARHGEF6
Tx10 RNF144B
Tx10 FHIT
Tx10 HS3ST2
Tx10 ANKRD18A
Tx10 KIF6
Tx10 PIP4K2A
Tx10 CLMN
Tx10 CRHBP
Tx10 RGS4
Tx10 RAB3B
Tx10 LHX6
Tx10 EPHB6
Tx10 MAFB
Tx10 MOXD1
Tx10 CHRM5
Tx10 TMCC3
Tx10 GXYLT2
Tx10 MCUB
Tx10 NMU
Tx10 EYS
Tx10 PRTG
Tx10 TRPC6
Tx10 KLF5
Tx10 EDNRA
Tx10 FRMD3
Tx10 PLCH1
Tx10 KCNK2
Tx10 PCDH15
Tx10 COL25A1
Tx10 NETO1
Tx10 BCL11A
Tx10 GRIK1
Tx10 ROBO2
Tx10 FBN2
Tx10 ADAMTS20
Tx10 PSAT1
Tx10 LGR5
Tx10 LRP8
Tx10 ANKRD55
Tx10 SHC3
Tx10 PAPSS2
Tx10 TPD52L1
Tx10 RHOBTB1
Tx10 TRPC3
Tx10 PRRG3
Tx10 MAN2B2
Tx10 DACT3
Tx10 SCN3B
Tx10 TIMP2
Tx10 PPP1R26
Tx10 PRLHR
Tx10 PDE8B
Tx10 PCDH17
Tx10 HTRA1
Tx10 IGF1
Tx10 VEGFB
Tx10 GSTK1
Tx10 RND2
Tx10 CALY
Tx10 PNCK
Tx10 HES4
Tx10 KCNJ4
Tx10 NECTIN2
Tx10 RND3
Tx10 LGI2
Tx10 CXCL12
Tx10 ISYNA1
Tx10 CRIP2
Tx10 CEBPB
Tx10 DLX2
Tx10 PTHLH
Tx10 RND1
Tx10 GAL3ST3
Tx10 EFNB3
Tx10 POU3F4
Tx10 FAM107A
Tx10 RAPGEF3
Tx10 ADGRG1
Tx10 CHST1
Tx10 NPR3
Tx10 NPY1R
Tx10 MN1
Tx10 BMP6
Tx10 HS3ST5
Tx10 SEMA3C
Tx10 DISC1
Tx10 COL9A1
Tx10 KMO
Tx10 SYT10
Tx10 TMEM196
Tx10 NOX4
Tx10 MCTP2
Tx10 ARHGEF28
Tx10 IQGAP2
Tx10 OCA2
Tx10 CDH12
Tx10 PDE1C
Tx10 PDE4B
Tx10 GREM2
Tx10 ARHGAP10
Tx10 PALM2
Tx10 KCNB2
Tx10 CHST15
